date,state,county,cases,rank
2020-03-22,New Jersey,other,562,7
2020-03-22,New Jersey,other,541,4
2020-03-22,New Jersey,other,224,12
2020-03-22,New Jersey,other,661,6
2020-03-22,New Mexico,Bernalillo,61,3
2020-03-22,New Mexico,other,51,100
2020-03-22,New Mexico,McKinley,4,1
2020-03-22,New Mexico,other,8,4
2020-03-22,New Mexico,San Juan,17,2
2020-03-22,Washington,other,615,100
2020-03-22,Washington,King,1144,1
2020-03-22,Washington,other,187,4
2020-03-22,Washington,Snohomish,466,3
2020-03-22,Washington,Yakima,80,2
2020-03-22,Connecticut,Fairfield,768,1
2020-03-22,Connecticut,Hartford,193,3
2020-03-22,Connecticut,other,128,100
2020-03-22,Connecticut,New Haven,212,2
2020-03-22,Mississippi,other,187,100
2020-03-22,Mississippi,other,3,21
2020-03-22,Mississippi,other,8,14
2020-03-22,Mississippi,other,6,13
2020-03-22,Mississippi,other,52,8
2020-03-22,Mississippi,other,13,7
2020-03-22,Mississippi,other,28,19
2020-03-22,Mississippi,Hinds,44,1
2020-03-22,Mississippi,other,34,10
2020-03-22,Mississippi,other,28,12
2020-03-22,Mississippi,other,2,6
2020-03-22,Mississippi,other,3,20
2020-03-22,Mississippi,Lauderdale,9,2
2020-03-22,Mississippi,other,3,9
2020-03-22,Mississippi,other,8,17
2020-03-22,Mississippi,other,7,18
2020-03-22,Mississippi,Madison,22,3
2020-03-22,Mississippi,other,1,16
2020-03-22,Mississippi,other,2,5
2020-03-22,Mississippi,other,0,15
2020-03-22,Mississippi,other,14,22
2020-03-22,Mississippi,other,10,23
2020-03-22,Mississippi,other,6,4
2020-03-22,Puerto Rico,Unknown,79,1
2020-03-22,North Dakota,other,33,100
2020-03-22,North Dakota,Cass,17,1
2020-03-22,Pennsylvania,other,1047,100
2020-03-22,Pennsylvania,other,184,4
2020-03-22,Pennsylvania,Delaware,193,3
2020-03-22,Pennsylvania,Montgomery,334,2
2020-03-22,Pennsylvania,Philadelphia,640,1
2020-03-22,Rhode Island,other,102,100
2020-03-22,Rhode Island,Providence,5,1
2020-03-22,South Dakota,other,19,100
2020-03-22,South Dakota,Minnehaha,16,1
2020-03-22,Massachusetts,other,621,100
2020-03-22,Massachusetts,other,165,7
2020-03-22,Massachusetts,Essex,431,3
2020-03-22,Massachusetts,other,174,8
2020-03-22,Massachusetts,Middlesex,665,1
2020-03-22,Massachusetts,other,421,5
2020-03-22,Massachusetts,other,252,6
2020-03-22,Massachusetts,Suffolk,735,2
2020-03-22,Massachusetts,other,267,4
2020-03-22,New Hampshire,other,46,100
2020-03-22,New Hampshire,Hillsborough,41,1
2020-03-22,New Hampshire,Rockingham,61,2
2020-03-22,West Virginia,other,22,100
2020-03-22,West Virginia,other,6,5
2020-03-22,West Virginia,Jefferson,2,3
2020-03-22,West Virginia,Kanawha,18,2
2020-03-22,West Virginia,other,28,4
2020-03-22,West Virginia,Berkeley,8,1
2020-03-22,North Carolina,other,285,100
2020-03-22,North Carolina,other,1,7
2020-03-22,North Carolina,Wake,75,2
2020-03-22,North Carolina,other,2,6
2020-03-22,North Carolina,Durham,68,3
2020-03-22,North Carolina,other,16,5
2020-03-22,North Carolina,other,30,4
2020-03-22,North Carolina,Mecklenburg,258,1
2020-03-22,South Carolina,other,100,100
2020-03-22,South Carolina,other,18,4
2020-03-22,South Carolina,Richland,53,1
2020-03-22,South Carolina,other,19,6
2020-03-22,South Carolina,other,21,9
2020-03-22,South Carolina,other,29,8
2020-03-22,South Carolina,other,27,10
2020-03-22,South Carolina,other,99,5
2020-03-22,South Carolina,other,6,12
2020-03-22,South Carolina,Florence,11,3
2020-03-22,South Carolina,Greenville,40,2
2020-03-22,South Carolina,other,19,7
2020-03-22,South Carolina,other,35,11
2020-03-22,Virgin Islands,Unknown,13,1
2020-03-22,District of Columbia,District of Columbia,227,1
2020-03-29,Guam,Unknown,166,1
2020-03-29,Iowa,other,263,100
2020-03-29,Iowa,Black Hawk,4,3
2020-03-29,Iowa,other,18,6
2020-03-29,Iowa,other,103,4
2020-03-29,Iowa,other,5,5
2020-03-29,Iowa,Polk,69,1
2020-03-29,Iowa,Woodbury,5,2
2020-03-29,Ohio,other,857,100
2020-03-29,Ohio,Cuyahoga,411,2
2020-03-29,Ohio,Franklin,335,1
2020-03-29,Ohio,other,217,4
2020-03-29,Ohio,other,205,5
2020-03-29,Ohio,other,170,7
2020-03-29,Ohio,Marion,7,3
2020-03-29,Ohio,other,16,6
2020-03-29,Ohio,other,105,8
2020-03-29,Utah,other,281,100
2020-03-29,Utah,Salt Lake,374,1
2020-03-29,Utah,Utah,156,2
2020-03-29,Idaho,Ada,297,1
2020-03-29,Idaho,other,86,100
2020-03-29,Idaho,Blaine,296,2
2020-03-29,Idaho,other,77,4
2020-03-29,Idaho,other,12,5
2020-03-29,Idaho,Twin Falls,35,3
2020-03-29,Maine,other,58,100
2020-03-29,Maine,Androscoggin,13,3
2020-03-29,Maine,Cumberland,111,1
2020-03-29,Maine,York,57,2
2020-03-29,Texas,other,1849,100
2020-03-29,Texas,other,61,6
2020-03-29,Texas,Tarrant,269,3
2020-03-29,Texas,other,270,4
2020-03-29,Texas,Harris,839,1
2020-03-29,Texas,other,270,5
2020-03-29,Texas,Dallas,576,2
2020-03-29,Alaska,Fairbanks North Star Borough,23,2
2020-03-29,Alaska,other,15,100
2020-03-29,Alaska,Anchorage,27,1
2020-03-29,Hawaii,other,16,100
2020-03-29,Hawaii,Honolulu,158,1
2020-03-29,Hawaii,Maui,22,2
2020-03-29,Kansas,other,106,100
2020-03-29,Kansas,Finney,8,2
2020-03-29,Kansas,Ford,1,1
2020-03-29,Kansas,other,105,6
2020-03-29,Kansas,other,18,4
2020-03-29,Kansas,other,14,8
2020-03-29,Kansas,other,64,7
2020-03-29,Kansas,Wyandotte,96,3
2020-03-29,Nevada,Clark,890,1
2020-03-29,Nevada,other,27,100
2020-03-29,Nevada,Washoe,152,2
2020-03-29,Oregon,other,146,100
2020-03-29,Oregon,other,42,4
2020-03-29,Oregon,Marion,94,2
2020-03-29,Oregon,Multnomah,128,1
2020-03-29,Oregon,Washington,107,3
2020-03-29,Alabama,other,469,100
2020-03-29,Alabama,other,3,7
2020-03-29,Alabama,Jefferson,162,2
2020-03-29,Alabama,other,48,6
2020-03-29,Alabama,other,13,5
2020-03-29,Alabama,Mobile,80,1
2020-03-29,Alabama,Montgomery,45,3
2020-03-29,Alabama,other,55,8
2020-03-29,Alabama,other,21,4
2020-03-29,Arizona,other,322,100
2020-03-29,Arizona,Maricopa,717,1
2020-03-29,Arizona,Pima,206,2
2020-03-29,Florida,other,3138,100
2020-03-29,Florida,Miami-Dade,2768,1
2020-03-29,Florida,Palm Beach,634,3
2020-03-29,Florida,Broward,945,2
2020-03-29,Georgia,other,-141,7
2020-03-29,Georgia,other,1897,100
2020-03-29,Georgia,other,178,8
2020-03-29,Georgia,other,268,4
2020-03-29,Georgia,DeKalb,293,2
2020-03-29,Georgia,other,461,6
2020-03-29,Georgia,Fulton,581,1
2020-03-29,Georgia,Gwinnett,269,3
2020-03-29,Georgia,other,86,5
2020-03-29,Indiana,other,1476,100
2020-03-29,Indiana,Lake,245,2
2020-03-29,Indiana,Marion,986,1
2020-03-29,Montana,other,37,100
2020-03-29,Montana,other,17,4
2020-03-29,Montana,Gallatin,52,1
2020-03-29,Montana,Missoula,10,3
2020-03-29,Montana,Yellowstone,12,2
2020-03-29,Vermont,other,78,100
2020-03-29,Vermont,Chittenden,140,1
2020-03-29,Vermont,Franklin,16,2
2020-03-29,Wyoming,other,26,100
2020-03-29,Wyoming,Fremont,15,1
2020-03-29,Wyoming,Laramie,23,2
2020-03-29,Wyoming,other,15,4
2020-03-29,Wyoming,Teton,22,3
2020-03-29,Arkansas,other,-49,9
2020-03-29,Arkansas,other,170,100
2020-03-29,Arkansas,St. Francis,2,3
2020-03-29,Arkansas,other,11,6
2020-03-29,Arkansas,other,11,5
2020-03-29,Arkansas,other,13,8
2020-03-29,Arkansas,other,29,7
2020-03-29,Arkansas,other,28,4
2020-03-29,Arkansas,Lincoln,0,1
2020-03-29,Arkansas,Pulaski,47,2
2020-03-29,Colorado,Adams,225,3
2020-03-29,Colorado,other,695,100
2020-03-29,Colorado,Arapahoe,348,2
2020-03-29,Colorado,Denver,402,1
2020-03-29,Colorado,other,222,6
2020-03-29,Colorado,other,301,5
2020-03-29,Colorado,other,263,4
2020-03-29,Delaware,Kent,43,3
2020-03-29,Delaware,New Castle,270,2
2020-03-29,Delaware,Sussex,66,1
2020-03-29,Illinois,other,1943,100
2020-03-29,Illinois,Cook,4826,1
2020-03-29,Kentucky,other,181,100
2020-03-29,Kentucky,Fayette,65,3
2020-03-29,Kentucky,Jefferson,195,1
2020-03-29,Kentucky,other,14,4
2020-03-29,Kentucky,Warren,9,2
2020-03-29,Maryland,other,231,4
2020-03-29,Maryland,other,433,100
2020-03-29,Maryland,other,201,5
2020-03-29,Maryland,Baltimore,350,3
2020-03-29,Maryland,Montgomery,385,2
2020-03-29,Maryland,Prince George's,457,1
2020-03-29,Michigan,other,2056,100
2020-03-29,Michigan,Oakland,1767,2
2020-03-29,Michigan,Wayne,4446,1
2020-03-29,Michigan,Macomb,1304,3
2020-03-29,Missouri,Kansas City,78,3
2020-03-29,Missouri,other,595,100
2020-03-29,Missouri,St. Louis,551,1
2020-03-29,Missouri,St. Louis city,194,2
2020-03-29,Nebraska,other,79,100
2020-03-29,Nebraska,other,0,5
2020-03-29,Nebraska,Douglas,74,1
2020-03-29,Nebraska,Hall,37,3
2020-03-29,Nebraska,other,14,4
2020-03-29,New York,New York City,33355,1
2020-03-29,New York,other,29085,100
2020-03-29,Oklahoma,other,277,100
2020-03-29,Oklahoma,other,123,4
2020-03-29,Oklahoma,other,31,6
2020-03-29,Oklahoma,Oklahoma,149,1
2020-03-29,Oklahoma,Texas,0,3
2020-03-29,Oklahoma,Tulsa,164,2
2020-03-29,Oklahoma,other,19,5
2020-03-29,Virginia,other,1219,100
2020-03-29,Virginia,Fairfax,231,1
2020-03-29,Virginia,Loudoun,96,3
2020-03-29,Virginia,Prince William,103,2
2020-03-29,Louisiana,other,2964,100
2020-03-29,Louisiana,other,409,4
2020-03-29,Louisiana,East Baton Rouge,468,3
2020-03-29,Louisiana,Jefferson,2264,1
2020-03-29,Louisiana,Orleans,2668,2
2020-03-29,Louisiana,other,398,5
2020-03-29,Minnesota,other,265,100
2020-03-29,Minnesota,Stearns,1,3
2020-03-29,Minnesota,Hennepin,100,1
2020-03-29,Minnesota,Ramsey,37,2
2020-03-29,Tennessee,other,865,100
2020-03-29,Tennessee,other,94,4
2020-03-29,Tennessee,Shelby,431,2
2020-03-29,Tennessee,Trousdale,6,3
2020-03-29,Tennessee,Davidson,480,1
2020-03-29,Wisconsin,other,471,100
2020-03-29,Wisconsin,Milwaukee,528,1
2020-03-29,Wisconsin,Racine,32,3
2020-03-29,Wisconsin,Brown,21,2
2020-03-29,California,other,4752,100
2020-03-29,California,Los Angeles,3473,1
2020-03-29,New Jersey,other,2192,100
2020-03-29,New Jersey,Bergen,3922,2
2020-03-29,New Jersey,other,354,13
2020-03-29,New Jersey,other,358,11
2020-03-29,New Jersey,Essex,2498,3
2020-03-29,New Jersey,Hudson,2720,1
2020-03-29,New Jersey,other,418,9
2020-03-29,New Jersey,other,1770,5
2020-03-29,New Jersey,other,1284,8
2020-03-29,New Jersey,other,1176,10
2020-03-29,New Jersey,other,1379,7
2020-03-29,New Jersey,other,2248,4
2020-03-29,New Jersey,other,507,12
2020-03-29,New Jersey,other,2174,6
2020-03-29,New Mexico,Bernalillo,132,3
2020-03-29,New Mexico,other,73,100
2020-03-29,New Mexico,McKinley,27,1
2020-03-29,New Mexico,other,54,4
2020-03-29,New Mexico,San Juan,40,2
2020-03-29,Washington,other,688,100
2020-03-29,Washington,King,821,1
2020-03-29,Washington,other,344,4
2020-03-29,Washington,Snohomish,590,3
2020-03-29,Washington,Yakima,189,2
2020-03-29,Connecticut,other,374,100
2020-03-29,Connecticut,Fairfield,1916,1
2020-03-29,Connecticut,Hartford,498,3
2020-03-29,Connecticut,New Haven,788,2
2020-03-29,Mississippi,other,316,100
2020-03-29,Mississippi,other,15,21
2020-03-29,Mississippi,other,5,14
2020-03-29,Mississippi,other,4,13
2020-03-29,Mississippi,other,53,8
2020-03-29,Mississippi,other,16,7
2020-03-29,Mississippi,other,32,19
2020-03-29,Mississippi,Hinds,82,1
2020-03-29,Mississippi,other,39,10
2020-03-29,Mississippi,other,46,12
2020-03-29,Mississippi,other,6,6
2020-03-29,Mississippi,other,9,20
2020-03-29,Mississippi,Lauderdale,49,2
2020-03-29,Mississippi,other,4,9
2020-03-29,Mississippi,other,7,17
2020-03-29,Mississippi,other,6,18
2020-03-29,Mississippi,Madison,38,3
2020-03-29,Mississippi,other,9,16
2020-03-29,Mississippi,other,3,5
2020-03-29,Mississippi,other,5,15
2020-03-29,Mississippi,other,20,22
2020-03-29,Mississippi,other,11,23
2020-03-29,Mississippi,other,10,4
2020-03-29,Puerto Rico,Unknown,352,1
2020-03-29,North Dakota,other,43,100
2020-03-29,North Dakota,Cass,30,1
2020-03-29,North Dakota,Grand Forks,8,2
2020-03-29,Pennsylvania,other,4052,100
2020-03-29,Pennsylvania,other,364,4
2020-03-29,Pennsylvania,Delaware,390,3
2020-03-29,Pennsylvania,Montgomery,571,2
2020-03-29,Pennsylvania,Philadelphia,1901,1
2020-03-29,Rhode Island,other,118,100
2020-03-29,Rhode Island,Providence,449,1
2020-03-29,South Dakota,other,75,100
2020-03-29,South Dakota,Minnehaha,60,1
2020-03-29,Massachusetts,other,408,100
2020-03-29,Massachusetts,other,422,7
2020-03-29,Massachusetts,Essex,928,3
2020-03-29,Massachusetts,other,550,8
2020-03-29,Massachusetts,Middlesex,1626,1
2020-03-29,Massachusetts,other,709,5
2020-03-29,Massachusetts,other,626,6
2020-03-29,Massachusetts,Suffolk,1586,2
2020-03-29,Massachusetts,other,624,4
2020-03-29,New Hampshire,other,97,100
2020-03-29,New Hampshire,Hillsborough,178,1
2020-03-29,New Hampshire,Rockingham,127,2
2020-03-29,West Virginia,other,53,100
2020-03-29,West Virginia,other,6,5
2020-03-29,West Virginia,Jefferson,13,3
2020-03-29,West Virginia,Kanawha,29,2
2020-03-29,West Virginia,other,11,4
2020-03-29,West Virginia,other,2,6
2020-03-29,West Virginia,Berkeley,39,1
2020-03-29,West Virginia,other,4,8
2020-03-29,North Carolina,other,699,100
2020-03-29,North Carolina,other,1,7
2020-03-29,North Carolina,Wake,159,2
2020-03-29,North Carolina,other,8,6
2020-03-29,North Carolina,Durham,80,3
2020-03-29,North Carolina,other,58,5
2020-03-29,North Carolina,other,60,4
2020-03-29,North Carolina,Mecklenburg,336,1
2020-03-29,South Carolina,other,306,100
2020-03-29,South Carolina,other,65,4
2020-03-29,South Carolina,Richland,161,1
2020-03-29,South Carolina,other,51,6
2020-03-29,South Carolina,other,55,9
2020-03-29,South Carolina,other,50,8
2020-03-29,South Carolina,other,109,10
2020-03-29,South Carolina,other,166,5
2020-03-29,South Carolina,other,38,12
2020-03-29,South Carolina,Florence,23,3
2020-03-29,South Carolina,Greenville,126,2
2020-03-29,South Carolina,other,35,7
2020-03-29,South Carolina,other,64,11
2020-03-29,Virgin Islands,Unknown,23,1
2020-03-29,District of Columbia,District of Columbia,598,1
2020-03-29,Northern Mariana Islands,Unknown,6,1
2020-04-05,Guam,Unknown,458,1
2020-04-05,Iowa,other,499,100
2020-04-05,Iowa,Black Hawk,31,3
2020-04-05,Iowa,other,4,6
2020-04-05,Iowa,other,96,4
2020-04-05,Iowa,other,18,5
2020-04-05,Iowa,Polk,54,1
2020-04-05,Iowa,Woodbury,10,2
2020-04-05,Ohio,other,1119,100
2020-04-05,Ohio,Cuyahoga,332,2
2020-04-05,Ohio,Franklin,337,1
2020-04-05,Ohio,other,241,4
2020-04-05,Ohio,other,218,5
2020-04-05,Ohio,other,125,7
2020-04-05,Ohio,Marion,37,3
2020-04-05,Ohio,other,31,6
2020-04-05,Ohio,other,59,8
2020-04-05,Utah,other,267,100
2020-04-05,Utah,Salt Lake,421,1
2020-04-05,Utah,Utah,109,2
2020-04-05,Idaho,Ada,136,1
2020-04-05,Idaho,other,69,100
2020-04-05,Idaho,Blaine,45,2
2020-04-05,Idaho,other,47,4
2020-04-05,Idaho,other,20,5
2020-04-05,Idaho,Twin Falls,43,3
2020-04-05,Maine,other,52,100
2020-04-05,Maine,Androscoggin,7,3
2020-04-05,Maine,Cumberland,53,1
2020-04-05,Maine,York,48,2
2020-04-05,Texas,other,2620,100
2020-04-05,Texas,other,173,6
2020-04-05,Texas,Tarrant,322,3
2020-04-05,Texas,other,260,4
2020-04-05,Texas,Harris,2277,1
2020-04-05,Texas,other,328,5
2020-04-05,Texas,Dallas,633,2
2020-04-05,Alaska,other,13,100
2020-04-05,Alaska,Fairbanks North Star Borough,30,2
2020-04-05,Alaska,Anchorage,40,1
2020-04-05,Hawaii,other,16,100
2020-04-05,Hawaii,Honolulu,82,1
2020-04-05,Hawaii,Maui,42,2
2020-04-05,Kansas,other,147,100
2020-04-05,Kansas,Finney,6,2
2020-04-05,Kansas,Ford,3,1
2020-04-05,Kansas,other,98,6
2020-04-05,Kansas,other,42,4
2020-04-05,Kansas,other,8,8
2020-04-05,Kansas,other,94,7
2020-04-05,Kansas,other,4,5
2020-04-05,Kansas,Wyandotte,166,3
2020-04-05,Nevada,Clark,840,1
2020-04-05,Nevada,other,29,100
2020-04-05,Nevada,Washoe,144,2
2020-04-05,Oregon,other,108,100
2020-04-05,Oregon,other,43,4
2020-04-05,Oregon,Marion,75,2
2020-04-05,Oregon,Multnomah,134,1
2020-04-05,Oregon,Washington,83,3
2020-04-05,Alabama,other,756,100
2020-04-05,Alabama,other,2,7
2020-04-05,Alabama,Jefferson,203,2
2020-04-05,Alabama,other,117,6
2020-04-05,Alabama,other,67,5
2020-04-05,Alabama,Mobile,315,1
2020-04-05,Alabama,Montgomery,43,3
2020-04-05,Alabama,other,69,8
2020-04-05,Alabama,other,56,4
2020-04-05,Arizona,other,389,100
2020-04-05,Arizona,Maricopa,720,1
2020-04-05,Arizona,Pima,265,2
2020-04-05,Florida,other,2942,100
2020-04-05,Florida,Miami-Dade,2868,1
2020-04-05,Florida,Palm Beach,547,3
2020-04-05,Florida,Broward,1079,2
2020-04-05,Georgia,other,1212,7
2020-04-05,Georgia,other,2644,100
2020-04-05,Georgia,other,104,8
2020-04-05,Georgia,other,252,4
2020-04-05,Georgia,DeKalb,309,2
2020-04-05,Georgia,other,417,6
2020-04-05,Georgia,Fulton,487,1
2020-04-05,Georgia,Gwinnett,281,3
2020-04-05,Georgia,other,159,5
2020-04-05,Indiana,other,1941,100
2020-04-05,Indiana,Lake,363,2
2020-04-05,Indiana,Marion,1172,1
2020-04-05,Montana,other,25,100
2020-04-05,Montana,other,11,4
2020-04-05,Montana,Gallatin,26,1
2020-04-05,Montana,Missoula,10,3
2020-04-05,Montana,Yellowstone,19,2
2020-04-05,Vermont,other,83,100
2020-04-05,Vermont,Chittenden,106,1
2020-04-05,Vermont,Franklin,57,2
2020-04-05,Wyoming,other,54,100
2020-04-05,Wyoming,Fremont,10,1
2020-04-05,Wyoming,Laramie,35,2
2020-04-05,Wyoming,other,17,4
2020-04-05,Wyoming,Teton,36,3
2020-04-05,Arkansas,other,7,9
2020-04-05,Arkansas,other,212,100
2020-04-05,Arkansas,St. Francis,28,3
2020-04-05,Arkansas,other,12,6
2020-04-05,Arkansas,other,7,5
2020-04-05,Arkansas,other,14,8
2020-04-05,Arkansas,other,45,7
2020-04-05,Arkansas,other,38,4
2020-04-05,Arkansas,Lincoln,4,1
2020-04-05,Arkansas,Pulaski,110,2
2020-04-05,Colorado,Adams,273,3
2020-04-05,Colorado,other,560,100
2020-04-05,Colorado,Arapahoe,446,2
2020-04-05,Colorado,Denver,413,1
2020-04-05,Colorado,other,172,6
2020-04-05,Colorado,other,230,5
2020-04-05,Colorado,other,259,4
2020-04-05,Delaware,other,4,100
2020-04-05,Delaware,Kent,187,3
2020-04-05,Delaware,New Castle,407,2
2020-04-05,Delaware,Sussex,279,1
2020-04-05,Illinois,other,2751,100
2020-04-05,Illinois,Cook,5978,1
2020-04-05,Kentucky,other,647,100
2020-04-05,Kentucky,Fayette,54,3
2020-04-05,Kentucky,Jefferson,201,1
2020-04-05,Kentucky,other,59,4
2020-04-05,Kentucky,Warren,30,2
2020-04-05,Maryland,other,413,4
2020-04-05,Maryland,other,981,100
2020-04-05,Maryland,other,326,5
2020-04-05,Maryland,Baltimore,682,3
2020-04-05,Maryland,Montgomery,897,2
2020-04-05,Maryland,Prince George's,1270,1
2020-04-05,Michigan,other,2092,100
2020-04-05,Michigan,Oakland,2017,2
2020-04-05,Michigan,Wayne,4189,1
2020-04-05,Michigan,Macomb,1326,3
2020-04-05,Missouri,Kansas City,126,3
2020-04-05,Missouri,other,595,100
2020-04-05,Missouri,St. Louis,704,1
2020-04-05,Missouri,St. Louis city,298,2
2020-04-05,Nebraska,other,143,100
2020-04-05,Nebraska,other,2,5
2020-04-05,Nebraska,Douglas,96,1
2020-04-05,Nebraska,Hall,91,3
2020-04-05,Nebraska,other,32,4
2020-04-05,New York,New York City,36566,1
2020-04-05,New York,other,30461,100
2020-04-05,Oklahoma,other,290,100
2020-04-05,Oklahoma,other,78,4
2020-04-05,Oklahoma,other,12,6
2020-04-05,Oklahoma,Oklahoma,169,1
2020-04-05,Oklahoma,Texas,2,3
2020-04-05,Oklahoma,Tulsa,102,2
2020-04-05,Oklahoma,other,50,5
2020-04-05,Virginia,other,1693,100
2020-04-05,Virginia,Fairfax,559,1
2020-04-05,Virginia,Loudoun,146,3
2020-04-05,Virginia,Prince William,231,2
2020-04-05,Louisiana,other,2851,100
2020-04-05,Louisiana,other,376,4
2020-04-05,Louisiana,East Baton Rouge,537,3
2020-04-05,Louisiana,Jefferson,1869,1
2020-04-05,Louisiana,Orleans,1569,2
2020-04-05,Louisiana,other,313,5
2020-04-05,Minnesota,other,284,100
2020-04-05,Minnesota,Stearns,1,3
2020-04-05,Minnesota,Hennepin,212,1
2020-04-05,Minnesota,Ramsey,53,2
2020-04-05,Tennessee,other,861,100
2020-04-05,Tennessee,other,95,4
2020-04-05,Tennessee,Shelby,441,2
2020-04-05,Tennessee,Trousdale,10,3
2020-04-05,Tennessee,Davidson,400,1
2020-04-05,Wisconsin,other,420,100
2020-04-05,Wisconsin,Milwaukee,584,1
2020-04-05,Wisconsin,Racine,57,3
2020-04-05,Wisconsin,Brown,33,2
2020-04-05,California,other,5027,100
2020-04-05,California,Los Angeles,3596,1
2020-04-05,New Jersey,other,-1853,100
2020-04-05,New Jersey,Bergen,3602,2
2020-04-05,New Jersey,other,562,13
2020-04-05,New Jersey,other,699,11
2020-04-05,New Jersey,Essex,3423,3
2020-04-05,New Jersey,Hudson,3360,1
2020-04-05,New Jersey,other,848,9
2020-04-05,New Jersey,other,2828,5
2020-04-05,New Jersey,other,1586,8
2020-04-05,New Jersey,other,1307,10
2020-04-05,New Jersey,other,1400,7
2020-04-05,New Jersey,other,2439,4
2020-04-05,New Jersey,other,877,12
2020-04-05,New Jersey,other,2949,6
2020-04-05,New Mexico,Bernalillo,197,3
2020-04-05,New Mexico,other,100,100
2020-04-05,New Mexico,McKinley,108,1
2020-04-05,New Mexico,other,130,4
2020-04-05,New Mexico,San Juan,91,2
2020-04-05,Washington,other,608,100
2020-04-05,Washington,King,1364,1
2020-04-05,Washington,other,302,4
2020-04-05,Washington,Snohomish,332,3
2020-04-05,Washington,Yakima,246,2
2020-04-05,Connecticut,other,854,100
2020-04-05,Connecticut,Fairfield,2583,1
2020-04-05,Connecticut,Hartford,1106,3
2020-04-05,Connecticut,New Haven,1691,2
2020-04-05,Mississippi,other,427,100
2020-04-05,Mississippi,other,39,21
2020-04-05,Mississippi,other,4,14
2020-04-05,Mississippi,other,16,13
2020-04-05,Mississippi,other,45,8
2020-04-05,Mississippi,other,52,7
2020-04-05,Mississippi,other,37,19
2020-04-05,Mississippi,Hinds,94,1
2020-04-05,Mississippi,other,53,10
2020-04-05,Mississippi,other,60,12
2020-04-05,Mississippi,other,21,6
2020-04-05,Mississippi,other,18,20
2020-04-05,Mississippi,Lauderdale,72,2
2020-04-05,Mississippi,other,19,9
2020-04-05,Mississippi,other,22,17
2020-04-05,Mississippi,other,27,18
2020-04-05,Mississippi,Madison,32,3
2020-04-05,Mississippi,other,19,16
2020-04-05,Mississippi,other,20,5
2020-04-05,Mississippi,other,6,15
2020-04-05,Mississippi,other,39,22
2020-04-05,Mississippi,other,24,23
2020-04-05,Mississippi,other,35,4
2020-04-05,Puerto Rico,Unknown,336,1
2020-04-05,North Dakota,other,53,100
2020-04-05,North Dakota,Cass,47,1
2020-04-05,North Dakota,Grand Forks,1,2
2020-04-05,Pennsylvania,other,5693,100
2020-04-05,Pennsylvania,other,590,4
2020-04-05,Pennsylvania,Delaware,894,3
2020-04-05,Pennsylvania,Montgomery,1071,2
2020-04-05,Pennsylvania,Philadelphia,3412,1
2020-04-05,Rhode Island,other,756,100
2020-04-05,Rhode Island,Providence,787,1
2020-04-05,South Dakota,other,52,100
2020-04-05,South Dakota,Minnehaha,357,1
2020-04-05,Massachusetts,other,311,100
2020-04-05,Massachusetts,other,590,7
2020-04-05,Massachusetts,Essex,1496,3
2020-04-05,Massachusetts,other,812,8
2020-04-05,Massachusetts,Middlesex,2404,1
2020-04-05,Massachusetts,other,1196,5
2020-04-05,Massachusetts,other,911,6
2020-04-05,Massachusetts,Suffolk,2497,2
2020-04-05,Massachusetts,other,907,4
2020-04-05,New Hampshire,other,77,100
2020-04-05,New Hampshire,Hillsborough,136,1
2020-04-05,New Hampshire,Rockingham,101,2
2020-04-05,West Virginia,other,99,100
2020-04-05,West Virginia,other,10,5
2020-04-05,West Virginia,Jefferson,31,3
2020-04-05,West Virginia,Kanawha,35,2
2020-04-05,West Virginia,other,43,4
2020-04-05,West Virginia,other,1,6
2020-04-05,West Virginia,other,11,7
2020-04-05,West Virginia,Berkeley,42,1
2020-04-05,West Virginia,other,17,8
2020-04-05,North Carolina,other,1236,100
2020-04-05,North Carolina,other,4,7
2020-04-05,North Carolina,Wake,141,2
2020-04-05,North Carolina,other,58,6
2020-04-05,North Carolina,Durham,94,3
2020-04-05,North Carolina,other,30,5
2020-04-05,North Carolina,other,40,4
2020-04-05,North Carolina,Mecklenburg,300,1
2020-04-05,South Carolina,other,316,100
2020-04-05,South Carolina,other,107,4
2020-04-05,South Carolina,Richland,237,1
2020-04-05,South Carolina,other,98,6
2020-04-05,South Carolina,other,67,9
2020-04-05,South Carolina,other,46,8
2020-04-05,South Carolina,other,43,10
2020-04-05,South Carolina,other,57,5
2020-04-05,South Carolina,other,40,12
2020-04-05,South Carolina,Florence,31,3
2020-04-05,South Carolina,Greenville,142,2
2020-04-05,South Carolina,other,69,7
2020-04-05,South Carolina,other,37,11
2020-04-05,Virgin Islands,Unknown,9,1
2020-04-05,District of Columbia,District of Columbia,876,1
2020-04-05,Northern Mariana Islands,Unknown,3,1
2020-04-12,Guam,Unknown,124,1
2020-04-12,Iowa,other,569,100
2020-04-12,Iowa,Black Hawk,125,3
2020-04-12,Iowa,other,8,6
2020-04-12,Iowa,other,97,4
2020-04-12,Iowa,other,55,5
2020-04-12,Iowa,Polk,130,1
2020-04-12,Iowa,Woodbury,17,2
2020-04-12,Ohio,other,1236,100
2020-04-12,Ohio,Cuyahoga,340,2
2020-04-12,Ohio,Franklin,509,1
2020-04-12,Ohio,other,172,4
2020-04-12,Ohio,other,234,5
2020-04-12,Ohio,other,197,7
2020-04-12,Ohio,Marion,934,3
